nom_commune,cog_commune,siren_commune,nuance_politique,famille_nuance
Lunas,34144,213401441,NC,Non classé
Lunel,34145,213401458,LDIV,Courants politiques divers
Lunel-Viel,34146,213401466,LDIV,Courants politiques divers
Magalas,34147,213401474,LNC,Non classé
Maraussan,34148,213401482,LDVG,Gauche
Margon,34149,213401490,NC,Non classé
Marseillan,34150,213401508,LDVD,Droite
Marsillargues,34151,213401516,LDIV,Courants politiques divers
Mas-De-Londres,34152,213401524,NC,Non classé
Les Matelles,34153,213401532,LNC,Non classé
Mauguio,34154,213401540,LDVG,Gauche
Maureilhan,34155,213401557,LNC,Non classé
Mérifons,34156,213401565,NC,Non classé
Mèze,34157,213401573,LDVC,Centre
Minerve,34158,213401581,NC,Non classé
Mireval,34159,213401599,LNC,Non classé
Mons,34160,213401607,NC,Non classé
Montady,34161,213401615,LDVG,Gauche
Montagnac,34162,213401623,LDVD,Droite
Montarnaud,34163,213401631,LDVG,Gauche
Montaud,34164,213401649,NC,Non classé
Montbazin,34165,213401656,LNC,Non classé
Montblanc,34166,213401664,LNC,Non classé
Montels,34167,213401672,NC,Non classé
Montesquieu,34168,213401680,NC,Non classé
Montferrier-Sur-Lez,34169,213401698,LDVD,Droite
Montouliers,34170,213401706,NC,Non classé
Montoulieu,34171,213401714,NC,Non classé
Montpellier,34172,213401722,"LDVG,LUG",Gauche
Montpeyroux,34173,213401730,LNC,Non classé
Moulès-Et-Baucels,34174,213401748,NC,Non classé
Mourèze,34175,213401755,NC,Non classé
Mudaison,34176,213401763,,
Murles,34177,213401771,NC,Non classé
Murviel-Lès-Béziers,34178,213401789,LNC,Non classé
Murviel-Lès-Montpellier,34179,213401797,LNC,Non classé
Nébian,34180,213401805,LNC,Non classé
Neffiès,34181,213401813,LNC,Non classé
Nézignan-L'Evêque,34182,213401821,LNC,Non classé
Nissan-Lez-Enserune,34183,213401839,LDVG,Gauche
Nizas,34184,213401847,NC,Non classé
Notre-Dame-De-Londres,34185,213401854,NC,Non classé
Octon,34186,213401862,NC,Non classé
Olargues,34187,213401870,NC,Non classé
Olmet-Et-Villecun,34188,213401888,NC,Non classé
Olonzac,34189,213401896,LNC,Non classé
Oupia,34190,213401904,NC,Non classé
Pailhès,34191,213401912,NC,Non classé
Palavas-Les-Flots,34192,213401920,LDVD,Droite
Pardailhan,34193,213401938,NC,Non classé
Paulhan,34194,213401946,LDIV,Courants politiques divers
Pégairolles-De-Buèges,34195,213401953,NC,Non classé
Pégairolles-De-L'Escalette,34196,213401961,NC,Non classé
Péret,34197,213401979,LNC,Non classé
Pérols,34198,213401987,LUDI,Centre
Pézenas,34199,213401995,LDVG,Gauche
Pézènes-Les-Mines,34200,213402001,NC,Non classé
Pierrerue,34201,213402019,NC,Non classé
Pignan,34202,213402027,LDVG,Gauche
Pinet,34203,213402035,LNC,Non classé
Plaissan,34204,213402043,LNC,Non classé
Les Plans,34205,213402050,NC,Non classé
Poilhes,34206,213402068,NC,Non classé
Pomérols,34207,213402076,LNC,Non classé
Popian,34208,213402084,NC,Non classé
Portiragnes,34209,213402092,LNC,Non classé
Le Pouget,34210,213402100,LNC,Non classé
Le Poujol-Sur-Orb,34211,213402118,LNC,Non classé
Poujols,34212,213402126,NC,Non classé
Poussan,34213,213402134,LDVG,Gauche
Pouzolles,34214,213402142,LNC,Non classé
Pouzols,34215,213402159,,
Le Pradal,34216,213402167,NC,Non classé
Prades-Le-Lez,34217,213402175,LECO,Courants politiques divers
Prades-Sur-Vernazobre,34218,213402183,NC,Non classé
Prémian,34219,213402191,NC,Non classé
Le Puech,34220,213402209,NC,Non classé
Puéchabon,34221,213402217,NC,Non classé
Puilacher,34222,213402225,NC,Non classé
Puimisson,34223,213402233,LNC,Non classé
Puissalicon,34224,213402241,LNC,Non classé
Puisserguier,34225,213402258,LNC,Non classé
Quarante,34226,213402266,LNC,Non classé
Restinclières,34227,213402274,LNC,Non classé
Rieussec,34228,213402282,NC,Non classé
Riols,34229,213402290,NC,Non classé
Les Rives,34230,213402308,NC,Non classé
Romiguières,34231,213402316,NC,Non classé
Roquebrun,34232,213402324,NC,Non classé
Roqueredonde,34233,213402332,NC,Non classé
Roquessels,34234,213402340,NC,Non classé
Rosis,34235,213402357,NC,Non classé
Rouet,34236,213402365,NC,Non classé
Roujan,34237,213402373,LNC,Non classé
Saint-André-De-Buèges,34238,213402381,NC,Non classé
Saint-André-De-Sangonis,34239,213402399,LDIV,Courants politiques divers
Saint-Aunès,34240,213402407,LNC,Non classé
Saint-Bauzille-De-La-Sylve,34241,213402415,NC,Non classé
Saint-Bauzille-De-Montmel,34242,213402423,LNC,Non classé
Saint-Bauzille-De-Putois,34243,213402431,LNC,Non classé
Saint-Brès,34244,213402449,LNC,Non classé
Saint-Chinian,34245,213402456,LNC,Non classé
Entre-Vignes,34246,200086296,LNC,Non classé
Saint-Clément-De-Rivière,34247,213402472,,
Sainte-Croix-De-Quintillargues,34248,213402480,NC,Non classé
Saint-Drézéry,34249,213402498,LNC,Non classé
Saint-Etienne-D'Albagnan,34250,213402506,NC,Non classé
Saint-Etienne-De-Gourgas,34251,213402514,NC,Non classé
Saint-Etienne-Estréchoux,34252,213402522,NC,Non classé
Saint-Félix-De-L'Héras,34253,213402530,NC,Non classé
Saint-Félix-De-Lodez,34254,213402548,LNC,Non classé
Saint-Gély-Du-Fesc,34255,213402555,LDVD,Droite
Saint-Geniès-Des-Mourgues,34256,213402563,LNC,Non classé
Saint-Geniès-De-Varensal,34257,213402571,NC,Non classé
Saint-Geniès-De-Fontedit,34258,213402589,LNC,Non classé
Saint-Georges-D'Orques,34259,213402597,LDVD,Droite
Saint-Gervais-Sur-Mare,34260,213402605,NC,Non classé
Saint-Guilhem-Le-Désert,34261,213402613,NC,Non classé
Saint-Guiraud,34262,213402621,NC,Non classé
Saint-Hilaire-De-Beauvoir,34263,213402639,NC,Non classé
Saint-Jean-De-Buèges,34264,213402647,NC,Non classé
Saint-Jean-De-Cornies,34265,213402654,NC,Non classé
Saint-Jean-De-Cuculles,34266,213402662,NC,Non classé
Saint-Jean-De-Fos,34267,213402670,LNC,Non classé
Saint-Jean-De-La-Blaquière,34268,213402688,NC,Non classé
Saint-Jean-De-Minervois,34269,213402696,NC,Non classé
Saint-Jean-De-Védas,34270,213402704,LDVG,Gauche
Saint-Julien,34271,213402712,NC,Non classé
Saint-Just,34272,213402720,,
Saint-Martin-De-L'Arçon,34273,213402738,NC,Non classé
Saint-Martin-De-Londres,34274,213402746,LNC,Non classé
Saint-Mathieu-De-Tréviers,34276,213402761,LSOC,Gauche
Saint-Maurice-Navacelles,34277,213402779,NC,Non classé
Saint-Michel,34278,213402787,NC,Non classé
Saint-Nazaire-De-Ladarez,34279,213402795,NC,Non classé
Saint-Nazaire-De-Pézan,34280,213402803,NC,Non classé
Saint-Pargoire,34281,213402811,LNC,Non classé
Saint-Paul-Et-Valmalle,34282,213402829,LNC,Non classé
Saint-Pierre-De-La-Fage,34283,213402837,NC,Non classé
Saint-Pons-De-Thomières,34284,213402845,LNC,Non classé
Saint-Pons-De-Mauchiens,34285,213402852,NC,Non classé
Saint-Privat,34286,213402860,NC,Non classé
Saint-Saturnin-De-Lucian,34287,213402878,NC,Non classé
Saint-Sériès,34288,213402886,,
Saint-Thibéry,34289,213402894,LNC,Non classé
Saint-Vincent-De-Barbeyrargues,34290,213402902,NC,Non classé
Saint-Vincent-D'Olargues,34291,213402910,NC,Non classé
Salasc,34292,213402928,NC,Non classé
La Salvetat-Sur-Agout,34293,213402936,LNC,Non classé
Saturargues,34294,213402944,NC,Non classé
Saussan,34295,213402951,LNC,Non classé
Saussines,34296,213402969,LNC,Non classé
Sauteyrargues,34297,213402977,NC,Non classé
Sauvian,34298,213402985,LDVD,Droite
Sérignan,34299,213402993,LDVD,Droite
Servian,34300,213403009,LDVD,Droite
Sète,34301,213403017,LDVD,Droite
Siran,34302,213403025,NC,Non classé
Sorbs,34303,213403033,NC,Non classé
Soubès,34304,213403041,,
Le Soulié,34305,213403058,NC,Non classé
Soumont,34306,213403066,NC,Non classé
Sussargues,34307,213403074,LNC,Non classé
Taussac-La-Billière,34308,213403082,NC,Non classé
Teyran,34309,213403090,LDIV,Courants politiques divers
Thézan-Lès-Béziers,34310,213403108,LNC,Non classé
Tourbes,34311,213403116,LNC,Non classé
La Tour-Sur-Orb,34312,213403124,LNC,Non classé
Tressan,34313,213403132,NC,Non classé
Le Triadou,34314,213403140,NC,Non classé
Usclas-D'Hérault,34315,213403157,NC,Non classé
Usclas-Du-Bosc,34316,213403165,NC,Non classé
La Vacquerie-Et-Saint-Martin-De-Castries,34317,213403173,NC,Non classé
Vacquières,34318,213403181,NC,Non classé
Vailhan,34319,213403199,NC,Non classé
Vailhauquès,34320,213403207,LNC,Non classé
Valergues,34321,213403215,,
Valflaunès,34322,213403223,NC,Non classé
Valmascle,34323,213403231,NC,Non classé
Valras-Plage,34324,213403249,LDVD,Droite
Valros,34325,213403256,LNC,Non classé
Vélieux,34326,213403264,NC,Non classé
Vendargues,34327,213403272,LDVD,Droite
Vendémian,34328,213403280,LNC,Non classé
Vendres,34329,213403298,LNC,Non classé
Verreries-De-Moussans,34331,213403314,NC,Non classé
Vias,34332,213403322,LDVD,Droite
Vic-La-Gardiole,34333,213403330,LNC,Non classé
Vieussan,34334,213403348,NC,Non classé
Villemagne-L'Argentière,34335,213403355,NC,Non classé
Villeneuve-Lès-Béziers,34336,213403363,LECO,Courants politiques divers
Villeneuve-Lès-Maguelone,34337,213403371,LDVG,Gauche
Villeneuvette,34338,213403389,,
Villespassans,34339,213403397,NC,Non classé
Villetelle,34340,213403405,LNC,Non classé
Villeveyrac,34341,213403413,,
Viols-En-Laval,34342,213403421,NC,Non classé
Viols-Le-Fort,34343,213403439,LNC,Non classé
La Grande-Motte,34344,213403447,,
Acigné,35001,213500010,LDVG,Gauche
Amanlis,35002,213500028,LNC,Non classé
Andouillé-Neuville,35003,213500036,,
Val-Couesnon,35004,200082980,LDVC,Centre
Arbrissel,35005,213500051,NC,Non classé
Argentré-Du-Plessis,35006,213500069,LDVD,Droite
Aubigné,35007,213500077,NC,Non classé
Availles-Sur-Seiche,35008,213500085,NC,Non classé
Baguer-Morvan,35009,213500093,LNC,Non classé
Baguer-Pican,35010,213500101,LNC,Non classé
Bain-De-Bretagne,35012,213500127,LDVC,Centre
Bains-Sur-Oust,35013,213500135,LNC,Non classé
Bais,35014,213500143,LNC,Non classé
Balazé,35015,213500150,LNC,Non classé
Baulon,35016,213500168,,
La Baussaine,35017,213500176,NC,Non classé
La Bazouge-Du-Désert,35018,213500184,LNC,Non classé
Bazouges-La-Pérouse,35019,213500192,LNC,Non classé
Beaucé,35021,213500218,LNC,Non classé
Bécherel,35022,213500226,NC,Non classé
Bédée,35023,213500234,LDVD,Droite
Betton,35024,213500242,LSOC,Gauche
Billé,35025,213500259,LNC,Non classé
Bléruais,35026,213500267,NC,Non classé
Boisgervilly,35027,213500275,LNC,Non classé
Boistrudan,35028,213500283,NC,Non classé
Bonnemain,35029,213500291,LNC,Non classé
La Bosse-De-Bretagne,35030,213500309,NC,Non classé
La Bouëxière,35031,213500317,LDVG,Gauche
Bourgbarré,35032,213500325,LDIV,Courants politiques divers
Bourg-Des-Comptes,35033,213500333,LNC,Non classé
La Boussac,35034,213500341,LNC,Non classé
Bovel,35035,213500358,NC,Non classé
Bréal-Sous-Montfort,35037,213500374,LDVD,Droite
Bréal-Sous-Vitré,35038,213500382,NC,Non classé
Brécé,35039,213500390,LNC,Non classé
Breteil,35040,213500408,LDIV,Courants politiques divers
Brie,35041,213500416,NC,Non classé
Brielles,35042,213500424,NC,Non classé
Broualan,35044,213500440,NC,Non classé
Bruc-Sur-Aff,35045,213500457,NC,Non classé
Les Brulais,35046,213500465,NC,Non classé
Bruz,35047,213500473,LDVG,Gauche
Cancale,35049,213500499,LDVD,Droite
Cardroc,35050,213500507,NC,Non classé
Cesson-Sévigné,35051,213500515,LDVC,Centre
Champeaux,35052,213500523,NC,Non classé
Chanteloup,35054,213500549,LNC,Non classé
Chantepie,35055,213500556,LUG,Gauche
La Chapelle-Aux-Filtzméens,35056,213500564,NC,Non classé
La Chapelle-Bouëxic,35057,213500572,LNC,Non classé
La Chapelle-Chaussée,35058,213500580,LNC,Non classé
La Chapelle-Des-Fougeretz,35059,213500598,,
La Chapelle-Du-Lou-Du-Lac,35060,200054880,LNC,Non classé
La Chapelle-Erbrée,35061,213500614,NC,Non classé
La Chapelle-Fleurigné,35062,213500622,LNC,Non classé
La Chapelle-Saint-Aubert,35063,213500630,NC,Non classé
La Chapelle-De-Brain,35064,213500648,NC,Non classé
La Chapelle-Thouarault,35065,213500655,LNC,Non classé
Chartres-De-Bretagne,35066,213500663,LDVG,Gauche
Chasné-Sur-Illet,35067,213500671,LNC,Non classé
Châteaubourg,35068,213500689,LDVC,Centre
Châteaugiron,35069,200064483,LDIV,Courants politiques divers
Châteauneuf-D'Ille-Et-Vilaine,35070,213500705,LNC,Non classé
Le Châtellier,35071,213500713,NC,Non classé
Châtillon-En-Vendelais,35072,213500721,LNC,Non classé
Chauvigné,35075,213500754,NC,Non classé
Chavagne,35076,213500762,LDVG,Gauche
Chelun,35077,213500770,NC,Non classé
Cherrueix,35078,213500788,,
Chevaigné,35079,213500796,LNC,Non classé
Cintré,35080,213500804,LNC,Non classé
Clayes,35081,213500812,NC,Non classé
Coësmes,35082,213500820,LNC,Non classé
Comblessac,35084,213500846,NC,Non classé
Combourg,35085,213500853,LDVD,Droite
Combourtillé,35086,213500861,NC,Non classé
Cornillé,35087,213500879,NC,Non classé
Corps-Nuds,35088,213500887,LNC,Non classé
La Couyère,35089,213500895,NC,Non classé
Crévin,35090,213500903,LNC,Non classé
Le Crouais,35091,213500911,NC,Non classé
Cuguen,35092,213500929,NC,Non classé
Dinard,35093,213500937,LDVD,Droite
Dingé,35094,213500945,,
Dol-De-Bretagne,35095,213500952,LDVC,Centre
Domagné,35096,213500960,LNC,Non classé
Domalain,35097,213500978,LNC,Non classé
La Dominelais,35098,213500986,LNC,Non classé
Domloup,35099,213500994,LDIV,Courants politiques divers
Dourdain,35101,213501018,LNC,Non classé
Drouges,35102,213501026,NC,Non classé
Eancé,35103,213501034,NC,Non classé
Epiniac,35104,213501042,LNC,Non classé
Erbrée,35105,213501059,LNC,Non classé
Ercé-En-Lamée,35106,213501067,LNC,Non classé
Ercé-Près-Liffré,35107,213501075,LNC,Non classé
Essé,35108,213501083,LNC,Non classé
Etrelles,35109,213501091,LNC,Non classé
Feins,35110,213501109,NC,Non classé
Le Ferré,35111,213501117,NC,Non classé
Forges-La-Forêt,35114,213501141,NC,Non classé
Fougères,35115,213501158,LDVC,Centre
La Fresnais,35116,213501166,LNC,Non classé
Gaël,35117,213501174,LNC,Non classé
Gahard,35118,213501182,LNC,Non classé
Gennes-Sur-Seiche,35119,213501190,NC,Non classé
Gévezé,35120,213501208,LDVD,Droite
Gosné,35121,213501216,LNC,Non classé
La Gouesnière,35122,213501224,LNC,Non classé
Goven,35123,213501232,LDVG,Gauche
Grand-Fougeray,35124,213501240,LNC,Non classé
La Guerche-De-Bretagne,35125,213501257,LDVC,Centre
Guichen,35126,213501265,LDIV,Courants politiques divers
Guignen,35127,213501273,LDVC,Centre
Guipel,35128,213501281,LNC,Non classé
Hédé-Bazouges,35130,213501307,,
L'Hermitage,35131,213501315,LDVG,Gauche
Hirel,35132,213501323,LNC,Non classé
Iffendic,35133,213501331,LDVG,Gauche
Les Iffs,35134,213501349,NC,Non classé
Irodouër,35135,213501356,LNC,Non classé
Janzé,35136,213501364,LDVG,Gauche
Javené,35137,213501372,LNC,Non classé
Laignelet,35138,213501380,LNC,Non classé
Laillé,35139,213501398,LDVG,Gauche
Lalleu,35140,213501406,NC,Non classé
Landavran,35141,213501414,NC,Non classé
Landéan,35142,213501422,LNC,Non classé
Landujan,35143,213501430,NC,Non classé
Langan,35144,213501448,NC,Non classé
Langon,35145,213501455,LNC,Non classé
Langouet,35146,213501463,NC,Non classé
Lanrigan,35148,213501489,NC,Non classé
Lassy,35149,213501497,LNC,Non classé
Lécousse,35150,213501505,LNC,Non classé
Lieuron,35151,213501513,NC,Non classé
Liffré,35152,213501521,LDVG,Gauche
Lillemer,35153,213501539,NC,Non classé
Livré-Sur-Changeon,35154,213501547,LNC,Non classé
Lohéac,35155,213501554,NC,Non classé
Longaulnay,35156,213501562,NC,Non classé
Le Loroux,35157,213501570,NC,Non classé
Lourmais,35159,213501596,NC,Non classé
Loutehel,35160,213501604,NC,Non classé
Louvigné-De-Bais,35161,213501612,LNC,Non classé
Louvigné-Du-Désert,35162,213501620,LNC,Non classé
Luitré-Dompierre,35163,200084002,LNC,Non classé
Marcillé-Raoul,35164,213501646,NC,Non classé
Marcillé-Robert,35165,213501653,NC,Non classé
Marpiré,35166,213501661,LNC,Non classé
Martigné-Ferchaud,35167,213501679,LNC,Non classé
Val D'Anast,35168,200064475,LDVC,Centre
Maxent,35169,213501695,LNC,Non classé
Mecé,35170,213501703,NC,Non classé
Médréac,35171,213501711,LNC,Non classé
Meillac,35172,213501729,LNC,Non classé
Melesse,35173,213501737,LDVG,Gauche
Mellé,35174,213501745,NC,Non classé
Mernel,35175,213501752,LNC,Non classé
Guipry-Messac,35176,200054864,LDVG,Gauche
La Mézière,35177,213501778,LDVG,Gauche
Mézières-Sur-Couesnon,35178,213501786,LNC,Non classé
Miniac-Morvan,35179,213501794,LDVC,Centre
Miniac-Sous-Bécherel,35180,213501802,NC,Non classé
Le Minihic-Sur-Rance,35181,213501810,LNC,Non classé
Mondevert,35183,213501836,NC,Non classé
Montauban-De-Bretagne,35184,200085876,LDVG,Gauche
Montautour,35185,213501851,NC,Non classé
Mont-Dol,35186,213501869,LNC,Non classé
Monterfil,35187,213501877,LNC,Non classé
Montfort-Sur-Meu,35188,213501885,LDVG,Gauche
Montgermont,35189,213501893,LNC,Non classé
Monthault,35190,213501901,NC,Non classé
Les Portes Du Coglais,35191,200065621,,
Montreuil-Des-Landes,35192,213501927,NC,Non classé
Montreuil-Le-Gast,35193,213501935,LNC,Non classé
Montreuil-Sous-Pérouse,35194,213501943,LNC,Non classé
Montreuil-Sur-Ille,35195,213501950,LNC,Non classé
Mordelles,35196,213501968,LDIV,Courants politiques divers
Mouazé,35197,213501976,LNC,Non classé
Moulins,35198,213501984,NC,Non classé
Moussé,35199,213501992,NC,Non classé
Moutiers,35200,213502008,NC,Non classé
Muel,35201,213502016,NC,Non classé
La Noë-Blanche,35202,213502024,LNC,Non classé
La Nouaye,35203,213502032,NC,Non classé
Nouvoitou,35204,213502040,LNC,Non classé
Noyal-Sous-Bazouges,35205,213502057,NC,Non classé
Noyal-Châtillon-Sur-Seiche,35206,213503642,LDVG,Gauche
Noyal-Sur-Vilaine,35207,213502073,LDVD,Droite
Orgères,35208,213502081,LDIV,Courants politiques divers
Pacé,35210,213502107,LDVD,Droite
Paimpont,35211,213502115,LNC,Non classé
Pancé,35212,213502123,LNC,Non classé
Parcé,35214,213502149,NC,Non classé
Parigné,35215,213502156,LNC,Non classé
Parthenay-De-Bretagne,35216,213502164,LNC,Non classé
Le Pertre,35217,213502172,,
Le Petit-Fougeray,35218,213502180,NC,Non classé
Pipriac,35219,213502198,LDVG,Gauche
Piré-Chancé,35220,200085884,LNC,Non classé
Pléchâtel,35221,213502214,LNC,Non classé
Pleine-Fougères,35222,213502222,LNC,Non classé
Plélan-Le-Grand,35223,213502230,LDIV,Courants politiques divers
Plerguer,35224,213502248,LNC,Non classé
Plesder,35225,213502255,NC,Non classé
Pleugueneuc,35226,213502263,LNC,Non classé
Pleumeleuc,35227,213502271,LNC,Non classé
Pleurtuit,35228,213502289,LDVD,Droite
Pocé-Les-Bois,35229,213502297,LNC,Non classé
Poilley,35230,213502305,NC,Non classé
Poligné,35231,213502313,LNC,Non classé
Princé,35232,213502321,NC,Non classé
Québriac,35233,213502339,LNC,Non classé
Quédillac,35234,213502347,LNC,Non classé
Rannée,35235,213502354,,
Redon,35236,213502362,LDVD,Droite
Renac,35237,213502370,LNC,Non classé
Rennes,35238,213502388,LUG,Gauche
Retiers,35239,213502396,LDVC,Centre
Le Rheu,35240,213502404,,
La Richardais,35241,213502412,LNC,Non classé
Rimou,35242,213502420,NC,Non classé
Romagné,35243,213502438,LNC,Non classé
Romazy,35244,213502446,NC,Non classé
Romillé,35245,213502453,LDIV,Courants politiques divers
Roz-Landrieux,35246,213502461,LNC,Non classé
Roz-Sur-Couesnon,35247,213502479,LNC,Non classé
Sains,35248,213502487,NC,Non classé
Sainte-Anne-Sur-Vilaine,35249,213502495,LNC,Non classé
Saint-Armel,35250,213502503,LNC,Non classé
Saint-Aubin-D'Aubigné,35251,213502511,LDIV,Courants politiques divers
Saint-Aubin-Des-Landes,35252,213502529,NC,Non classé
Saint-Aubin-Du-Cormier,35253,213502537,LDIV,Courants politiques divers
Saint-Benoît-Des-Ondes,35255,213502552,NC,Non classé
Saint-Briac-Sur-Mer,35256,213502560,,
Maen-Roch,35257,200064517,LDVC,Centre
Saint-Brieuc-Des-Iffs,35258,213502586,NC,Non classé
Saint-Broladre,35259,213502594,LNC,Non classé
