Libellé de la commune,Code de la commune,Nom de l'élu,Prénom de l'élu,Date de début du mandat
Berlise,02069,JACQUES,Michaël,18/05/2020
Bernot,02070,BOCQUILLON,Xavier,18/05/2020
Berny-Rivière,02071,HERTAULT,Hervé,18/05/2020
Berrieux,02072,PAYEN,Gilles,18/05/2020
Berry-Au-Bac,02073,HALLIER,Marie-Christine,18/05/2020
Bertaucourt-Epourdon,02074,MARTEAU,Philippe,18/05/2020
Berthenicourt,02075,VANSTEENBERGHE,Camille,18/05/2020
Bertricourt,02076,BOLLINNE,Hervé,18/05/2020
Besmé,02078,KRESS,Georges,18/05/2020
Besmont,02079,DRU,Michel,18/05/2020
Besny-Et-Loizy,02080,DEMAZURE,Franck,18/05/2020
Béthancourt-En-Vaux,02081,SERVAIS,Alain,18/05/2020
Beugneux,02082,CALLAY,Etienne,18/05/2020
Beuvardes,02083,RICHARD,Catherine,28/06/2020
Bézu-Le-Guéry,02084,GUYON,Philippe,18/05/2020
Bézu-Saint-Germain,02085,BOUTEILLER,Mauricette,29/01/2023
Bichancourt,02086,DEDUN,Patrick,28/06/2020
Bieuxy,02087,DOURNEL,Isabelle,18/05/2020
Bièvres,02088,BIEDAL,Pierre,18/05/2020
Billy-Sur-Aisne,02089,DE BAERE,Jean-François,18/05/2020
Billy-Sur-Ourcq,02090,EMOND,Françoise,18/05/2020
Blanzy-Lès-Fismes,02091,FERTE,Dominique,18/05/2020
Blérancourt,02093,LAPLACE,Patrick,18/05/2020
Blesmes,02094,ANDRE,Francis,18/05/2020
Bohain-En-Vermandois,02095,ROJO,Yann,18/05/2020
Bois-Lès-Pargny,02096,LAYE,Aldric,18/05/2020
Boncourt,02097,REDMER,Régine,28/06/2020
Bonneil,02098,BOUCANT,Stéphanie,18/05/2020
Bonnesvalyn,02099,FRERE,Stéphane,28/06/2020
Bony,02100,GYSELINCK,Philippe,18/05/2020
Bosmont-Sur-Serre,02101,DUCHENE,Laurent,28/06/2020
Bouconville-Vauclair,02102,BRATEAU,Stéphane,18/05/2020
Boué,02103,DONNAY,Eric,18/05/2020
Bouffignereux,02104,EVRARD,Dominique,18/05/2020
Bouresches,02105,FREX,Dominique,18/05/2020
Bourg-Et-Comin,02106,DUVAL,Michel,18/05/2020
Bourguignon-Sous-Coucy,02107,REBOUR,Daniel,18/05/2020
Bourguignon-Sous-Montbavin,02108,BONAMOUR DU TARTRE,Eric,05/12/2021
La Bouteille,02109,STEVENOT,Cyrille,18/05/2020
Braine,02110,RAMPELBERG,François,18/05/2020
Brancourt-En-Laonnois,02111,ROUYER THIEBAUT,Marie-Laure,18/05/2020
Brancourt-Le-Grand,02112,CALLAY,Bertrand,18/05/2020
Brasles,02114,CONTOZ,Julie,18/05/2020
Braye-En-Laonnois,02115,PILLOY,Françoise,18/05/2020
Braye-En-Thiérache,02116,DORGERE,Bertrand,18/05/2020
Bray-Saint-Christophe,02117,LEGRAND,Benoît,18/05/2020
Braye,02118,FEBVAY LAUNE,Géraldine,18/05/2020
Brécy,02119,VARNIER,Vincent,28/06/2020
Brenelle,02120,DETAILLE,Bertrand,18/05/2020
Breny,02121,VALET,Eric,18/05/2020
Brie,02122,GUILLAUCOURT,Jack,18/05/2020
Brissay-Choigny,02123,GLASSET,Anthony,18/05/2020
Brissy-Hamégicourt,02124,ABDOULI,Marie-Pierre,18/05/2020
Brumetz,02125,GUERIN,Hubert,18/05/2020
Brunehamel,02126,BIENFAIT,Alexandre,18/05/2020
Bruyères-Sur-Fère,02127,FRAEYMAN,Fabien,18/05/2020
Bruyères-Et-Montbérault,02128,TOKARSKI,Marie-Pierre,18/05/2020
Bruys,02129,FILLIOUD,Patrick,18/05/2020
Bucilly,02130,LEGRAND,Christian,18/05/2020
Bucy-Le-Long,02131,ROUTIER,Thierry,18/05/2020
Bucy-Lès-Cerny,02132,VAN HAMME,Philippe,18/05/2020
Bucy-Lès-Pierrepont,02133,COULBEAUT,Béatrice,18/05/2020
Buire,02134,DEMEAUX,Maurice,18/05/2020
Buironfosse,02135,WATTIER,Marie-Anne,18/05/2020
Burelles,02136,YVERNEAU,Damien,18/05/2020
Bussiares,02137,FRAEYMAN,Francis,28/06/2020
Buzancy,02138,DOUBLET,Jean-Claude,18/05/2020
Caillouël-Crépigny,02139,ALBARIC,Alain,18/05/2020
Camelin,02140,BORGNE,Francis,18/05/2020
La Capelle,02141,WERY,Johann,18/05/2020
Castres,02142,ACCART,Jean-Marie,18/05/2020
Le Catelet,02143,LOCQUET GONELLE,Chrystelle,18/05/2020
Caulaincourt,02144,TROUILLET,Raphaël,18/05/2020
Caumont,02145,LEWANDOWSKI,Sylvain,18/05/2020
Celles-Lès-Condé,02146,BEAUCHARD,Jordane,18/05/2020
Celles-Sur-Aisne,02148,GESLIN,Jean-Pierre,18/05/2020
Cerizy,02149,CARLIER,Jean-Christophe,18/05/2020
Cerny-En-Laonnois,02150,VUAROQUEAUX,Claude,28/06/2020
Cerny-Lès-Bucy,02151,ALGLAVE,Thomas,18/05/2020
Cerseuil,02152,GUYOT,Jacques,18/05/2020
Cessières-Suzy,02153,BERTELOOT,Pierre,18/05/2020
Chacrise,02154,DELATTRE,Arnaud,18/05/2020
Chaillevois,02155,MIGNOT,Philippe,18/05/2020
Chalandry,02156,DELVILLE,Jean,18/05/2020
Chambry,02157,LEFEBVRE,Sylviane,18/05/2020
Chamouille,02158,LÉAUTÉ,Francis,18/05/2020
Champs,02159,TENAILLON,Marie-Angéline,18/05/2020
Chaourse,02160,NAVEAU,Yannick,28/06/2020
La Chapelle-Sur-Chézy,02162,LOISEAU,Patricia,18/05/2020
Charly-Sur-Marne,02163,PLANSON,Patricia,18/05/2020
Le Charmel,02164,BAILLEUL,Martial,18/05/2020
Charmes,02165,COCU,Bruno,18/05/2020
Chartèves,02166,RICHARD,Pascal,18/05/2020
Chassemy,02167,JEUX,Thierry,18/05/2020
Château-Thierry,02168,EUGÈNE,Sébastien,18/05/2020
Châtillon-Lès-Sons,02169,VENET,François,28/06/2020
Châtillon-Sur-Oise,02170,GAMBIER,Léon,28/06/2020
Chaudardes,02171,BOSELLI,Christophe,18/05/2020
Chaudun,02172,AUBERT,Jérôme,18/05/2020
Chauny,02173,LIEVIN,Emmanuel,18/05/2020
Chavignon,02174,BOURNONVILLE,Catherine,28/06/2020
Chavigny,02175,DESPREZ,Didier,18/05/2020
Chavonne,02176,PILET,Jean-Marc,18/05/2020
Chérêt,02177,HARANG,Francis,18/05/2020
Chermizy-Ailles,02178,MOGLIA,Johnny,18/05/2020
Chéry-Chartreuve,02179,MOREL,Nicolas,18/05/2020
Chéry-Lès-Pouilly,02180,BOCHET,Éric,18/05/2020
Chéry-Lès-Rozoy,02181,LUCE,Fabrice,18/05/2020
Chevennes,02182,LEGOUX,Patrick,18/05/2020
Chevregny,02183,DELIGNY,Elisabeth,18/05/2020
Chevresis-Monceau,02184,SOLARI,Sébastien,18/05/2020
Chézy-En-Orxois,02185,BARBIER,Maryvonne,28/06/2020
Chézy-Sur-Marne,02186,BEREAUX,Jean-Claude,18/05/2020
Chierry,02187,SCLAVON,Jean-Marc,18/05/2020
Chigny,02188,WATREMEZ,Christine,18/05/2020
Chivres-En-Laonnois,02189,DUCAT,Philippe,18/05/2020
Chivres-Val,02190,CHOQUENET,Vincent,18/05/2020
Chivy-Lès-Etouvelles,02191,RABOUILLE,Jean-Marie,18/05/2020
Chouy,02192,PHILIPON,Vincent,18/05/2020
Cierges,02193,BÉRÈCHE,Jean-Marie,18/05/2020
Cilly,02194,HENNINOT,Pierre-Jean,18/05/2020
Ciry-Salsogne,02195,CAMACHO,Serge,20/03/2022
Clacy-Et-Thierret,02196,BARAN,Claude,18/05/2020
Clairfontaine,02197,TRICOTEAUX,Régis,18/05/2020
Clamecy,02198,FERTE,Thierry,18/05/2020
Clastres,02199,GASDON,Jean-Louis,18/05/2020
Clermont-Les-Fermes,02200,GARD,Laurent,18/05/2020
Coeuvres-Et-Valsery,02201,BRUYANT,Monique,18/05/2020
Coincy,02203,ARNEFAUX,Alain,18/05/2020
Coingt,02204,HUYGHE,Pascal,18/05/2020
Colligis-Crandelain,02205,D'HAUTEFEUILLE,Iseult,28/06/2020
Colonfay,02206,BOURGEOIS,Michel,18/05/2020
Commenchon,02207,COQUISART,Arnaud,18/05/2020
Concevreux,02208,MARLIER,Francis,18/05/2020
Condé-En-Brie,02209,MOYSE,Dominique,28/06/2020
Condé-Sur-Aisne,02210,GUEDON,Typhaine,18/05/2020
Condé-Sur-Suippe,02211,FAVEREAUX,Gilles,18/05/2020
Condren,02212,FLORIN,Claude,18/05/2020
Connigis,02213,SALOT,Didier,18/05/2020
Contescourt,02214,MORTELLI,Roland,18/05/2020
Corbeny,02215,VANDOIS,Dany,18/05/2020
Corcy,02216,ROBILLARD,Marc,18/05/2020
Coucy-Le-Château-Auffrique,02217,BOUTROY,Sophie,18/05/2020
Coucy-Lès-Eppes,02218,DA ENCARNAÇAO,Paolo,18/05/2020
Coucy-La-Ville,02219,DE SOUSA,Maximino,18/05/2020
Coulonges-Cohan,02220,STRAGIER,Véronique,18/05/2020
Coupru,02221,CLOBOURSE,Elisabeth,18/05/2020
Courbes,02222,LAVAL,Monique,18/05/2020
Courboin,02223,RAHIR,Brigitte,18/05/2020
Courcelles-Sur-Vesle,02224,TORDEUX,Luc,18/05/2020
Courchamps,02225,DECOCK,Roland,18/05/2020
Courmelles,02226,SVRCEK,Arnaud,28/06/2020
Courmont,02227,DUJON,Régis,18/05/2020
Courtemont-Varennes,02228,DELAMARRE,Florence,18/05/2020
Courtrizy-Et-Fussigny,02229,CHAUPIN,Ludovic,18/05/2020
Couvrelles,02230,WATIER,Francis,18/05/2020
Couvron-Et-Aumencourt,02231,RIBEIRO,Carole,18/05/2020
Coyolles,02232,NELATON,Robert,18/05/2020
Cramaille,02233,GRENOT,Didier,18/05/2020
Craonne,02234,HERMET,Geneviève,28/06/2020
Craonnelle,02235,BOULANGER,Pascal,18/05/2020
Crécy-Au-Mont,02236,MORLET,Vincent,18/05/2020
Crécy-Sur-Serre,02237,JONNEAUX,Bertrand,18/05/2020
Crépy,02238,FÈRON,Fabrice,18/05/2020
Crézancy,02239,MANGIN,Eric,18/05/2020
Croix-Fonsomme,02240,MORLET,Lilian,18/05/2020
La Croix-Sur-Ourcq,02241,GAUTIER,Ludovic,18/05/2020
Crouttes-Sur-Marne,02242,ADAM,Hubert,18/05/2020
Crouy,02243,PLATRIER,Claude,28/06/2020
Crupilly,02244,VALLIET,Odile,18/05/2020
Cuffies,02245,DUFOUR,Serge,28/06/2020
Cugny,02246,BONO,Michel,18/05/2020
Cuirieux,02248,FELZINGER,Franck,18/05/2020
Cuiry-Housse,02249,DE SUTTER,Côme,18/05/2020
Cuiry-Lès-Chaudardes,02250,BRIDIER,Tony,18/05/2020
Cuiry-Lès-Iviers,02251,GUILMART,Faustin,28/06/2020
Cuissy-Et-Geny,02252,IGRAS,Pierre,18/05/2020
Cuisy-En-Almont,02253,CHAMPENOIS,Françoise,18/05/2020
Cutry,02254,LETRILLART,Benoît,18/05/2020
Cys-La-Commune,02255,DENIS,Christian,18/05/2020
Dagny-Lambercy,02256,DIDIER,Pierre,18/05/2020
Dallon,02257,PINCHON,Nicolas,18/05/2020
Dammard,02258,CARION,Denis,28/06/2020
Dampleux,02259,SEGUIN,Guillaume,18/05/2020
Danizy,02260,DESCHUTTER,Gérard,18/05/2020
Dercy,02261,BORNIER,Bernard,18/05/2020
Deuillet,02262,MAHU,Bernard,18/05/2020
Dhuizel,02263,LALLIER,Corinne,18/05/2020
Dizy-Le-Gros,02264,APPERT,Martin,18/05/2020
Dohis,02265,LATOUR,Alain,18/05/2020
Dolignon,02266,BIENAIME,Corinne,18/05/2020
Dommiers,02267,BERSON,Jean-Pascal,18/05/2020
Domptin,02268,LUQUIN,Emeric,18/05/2020
Dorengt,02269,CAMBRAYE,Olivier,18/05/2020
Douchy,02270,CORDIER,Pierre,18/05/2020
Dravegny,02271,FERNANDEZ,Françoise,18/05/2020
Droizy,02272,GIROD,Pierre-Emmanuel,18/05/2020
Dury,02273,RACHESBOEUF,Alain,18/05/2020
Ebouleau,02274,VAN DEN AVENNE,Urbain,18/05/2020
Effry,02275,MICHEL,Alain,18/05/2020
Englancourt,02276,CARLIER,Daniel,18/05/2020
Epagny,02277,DE FAY,Jean-François,18/05/2020
Eparcy,02278,BAILLY,Pascal,18/05/2020
Epaux-Bézu,02279,HAY,Etienne,18/05/2020
Epieds,02280,CRENET,Didier,18/05/2020
L'Epine-Aux-Bois,02281,PIERRE,Nathalie,18/05/2020
Eppes,02282,BOUILLÉ,François,18/05/2020
Erlon,02283,DUPONT,Louise,18/05/2020
Erloy,02284,PREDHOMME,Raymond,18/05/2020
Esquéhéries,02286,COMPERE,Alain,18/05/2020
Essigny-Le-Grand,02287,GRZEZICZAK,Philippe,18/05/2020
Essigny-Le-Petit,02288,PROIX,Arnaud,18/05/2020
Essises,02289,TREHEL,Christian,28/06/2020
Essômes-Sur-Marne,02290,BERGAULT,Jean-Paul,18/05/2020
Estrées,02291,DE WEVER,Jean Charles,18/05/2020
Etampes-Sur-Marne,02292,MAGNIER,Jean-Luc,18/05/2020
Etaves-Et-Bocquiaux,02293,GABELLE,Gilles,18/05/2020
Etouvelles,02294,LEMOINE,Yvan,18/05/2020
Etréaupont,02295,DEGARDIN-BRUY,Michèle,18/05/2020
Etreillers,02296,REMY,Jean-Marie,18/05/2020
Etrépilly,02297,POLIN,Jean-Pierre,18/05/2020
Etreux,02298,DUFERME,Bertrand,18/05/2020
Evergnicourt,02299,CAVEL,Olivier,18/05/2020
Faverolles,02302,POTEAUX,Christian,18/05/2020
Fayet,02303,ARDAENS,Virginie,18/05/2020
La Fère,02304,VILAIN,Marie-Noëlle,28/06/2020
Fère-En-Tardenois,02305,ROSELEUX,Jean-Paul,18/05/2020
La Ferté-Chevresis,02306,BURTON,Franck,28/06/2020
La Ferté-Milon,02307,LE FRÈRE,Céline,18/05/2020
Fesmy-Le-Sart,02308,RIOU,Gaspard,28/06/2020
Festieux,02309,BUVRY,Benoît,18/05/2020
Fieulaine,02310,LECLERCQ,Jérôme,18/05/2020
La Flamengrie,02312,FOURDRIGNIER,Jean,18/05/2020
Flavigny-Le-Grand-Et-Beaurain,02313,HENNECHART,Olivier,18/05/2020
Flavy-Le-Martel,02315,JULIEN,Patrick,18/05/2020
Fleury,02316,DANGER,Jean-François,28/06/2020
Fluquières,02317,CORDIER,Pascal,18/05/2020
Folembray,02318,PORTAS,Jacques,18/05/2020
Fonsomme,02319,NOËL,Colette,18/05/2020
Fontaine-Lès-Clercs,02320,MAUDENS,Frédéric,18/05/2020
Fontaine-Lès-Vervins,02321,MARLOT,Laurent,18/05/2020
Fontaine-Notre-Dame,02322,DEFRANCE,Thierry,18/05/2020
Fontaine-Uterte,02323,MICHALAK,Patrick,18/05/2020
Fontenelle,02324,LUSTENBERGER,Corinne,18/05/2020
Fontenoy,02326,ZIMMER,Patrice,18/05/2020
Foreste,02327,FOUQUIER D'HEROUEL,Jean-Baptiste,18/05/2020
Fossoy,02328,LEDUC,Hervé,18/05/2020
Fourdrain,02329,MARRON,Alexandre,18/05/2020
Francilly-Selency,02330,DENIVET,Daniel,18/05/2020
Franqueville,02331,LEMOINE,Jean-Louis,28/06/2020
Fresnes-En-Tardenois,02332,PIERRON,Catherine,18/05/2020
Fresnes-Sous-Coucy,02333,GUILMONT,Quentin,18/05/2020
Fresnoy-Le-Grand,02334,FLAMANT,Pierre,18/05/2020
Fressancourt,02335,DEGOUY,Michel,18/05/2020
Frières-Faillouël,02336,LAURISTON,Charles-Édouard,18/05/2020
Froidestrées,02337,DUPONT,Pascal,18/05/2020
Froidmont-Cohartille,02338,NUYTTEN,François,18/05/2020
Gandelu,02339,CANESSA,Bernard,18/05/2020
Gauchy,02340,WEBER,Jean-Marc,18/05/2020
Gercy,02341,LEMOINE,Philippe,18/05/2020
Gergny,02342,COMBA,Jean-Pierre,28/06/2020
Germaine,02343,DESMASURES,Jean-Claude,18/05/2020
Gibercourt,02345,NUTTENS,Michel,18/05/2020
Gizy,02346,PHILIPPOT,Claude,18/05/2020
Gland,02347,BOUVET,Jean-François,18/05/2020
Goudelancourt-Lès-Berrieux,02349,GURHEM,Sonia,18/05/2020
Goudelancourt-Lès-Pierrepont,02350,CHARPENTIER,Aline,18/05/2020
Goussancourt,02351,MOROY,Françoise,18/05/2020
Gouy,02352,DENIZON,Sophie,18/05/2020
Grandlup-Et-Fay,02353,VUILLIOT,Christian,18/05/2020
Grandrieux,02354,BART,Nicole,18/05/2020
Gricourt,02355,VARLET,Roland,18/05/2020
Grisolles,02356,PARADOWSKI,Clément,18/05/2020
Gronard,02357,DE WEVER,Alexis,18/05/2020
Grougis,02358,DUMUR,Yves,28/06/2020
Grugies,02359,BRISON,Alain,18/05/2020
Villeneuve-Sur-Aisne,02360,TIMMERMAN,Philippe,18/05/2020
Guise,02361,COCHET,Hugues,18/05/2020
Guivry,02362,PODEVIN,Nadine,28/06/2020
Guny,02363,BAILLON,Jean Marc,28/06/2020
Guyencourt,02364,LACHAMBRE,Didier,18/05/2020
Hannapes,02366,BRUNET,Christian,18/05/2020
Happencourt,02367,NICOLAS,Damien,18/05/2020
Haramont,02368,CHAUVIN,Christian,18/05/2020
Harcigny,02369,MICHEL,Luc,28/06/2020
Hargicourt,02370,HOCQUET,Roland,18/05/2020
Harly,02371,DESTOMBES,Bernard,18/05/2020
Hartennes-Et-Taux,02372,MANSCOURT,Sébastien,18/05/2020
Hary,02373,CUS,Céline,18/05/2020
Lehaucourt,02374,PINÇON,Michel,18/05/2020
Hautevesnes,02375,LAZARO,Patrice,18/05/2020
Hauteville,02376,HUYGHE,Willy,18/05/2020
Haution,02377,FAUCHEUX,Bernard,18/05/2020
La Hérie,02378,DUPRE,Michel,18/05/2020
Le Hérie-La-Viéville,02379,TELLIER,Michael,18/05/2020
Hinacourt,02380,SALINGUE,Brigitte,18/05/2020
Hirson,02381,THOMAS,Jean-Jacques,18/05/2020
Holnon,02382,RISBOURG,Florent,18/05/2020
Homblières,02383,GOMEL,Francine,18/05/2020
Houry,02384,LECOYER,Régis,18/05/2020
Housset,02385,DOUCY,Béatrice,18/05/2020
Iron,02386,WILLEMAIN,Marc,18/05/2020
Itancourt,02387,NOLLET,Régis,18/05/2020
Iviers,02388,DEMONCEAUX,Laurent,18/05/2020
Jaulgonne,02389,MARICOT,Anne,18/05/2020
Jeancourt,02390,DRUELLE,Clotilde,18/05/2020
Jeantes,02391,BOURGEOIS,Sylvain,18/05/2020
Joncourt,02392,RICOUR,Philippe,28/06/2020
Jouaignes,02393,ALIZARD,Mickaël,18/05/2020
Jumencourt,02395,MAROUZE,Rodrigue,18/05/2020
Jumigny,02396,CARPENTIER,Matthias,18/05/2020
Jussy,02397,GONDRY,Jean-Marie,18/05/2020
Juvigny,02398,DUMAIRE,Patrick,18/05/2020
Juvincourt-Et-Damary,02399,DUCATILLON,Jean-Louis,18/05/2020
Laffaux,02400,GOIN,Christophe,18/05/2020
Laigny,02401,MOULARDE,Yves,18/05/2020
Lanchy,02402,DE ROMANCE,Xavier,18/05/2020
Landifay-Et-Bertaignemont,02403,BEAUD'HUIN,Sandrine,28/06/2020
Landouzy-La-Cour,02404,PAYAN,Claude,28/06/2020
Landouzy-La-Ville,02405,BRANQUART,Marinella,28/06/2020
Landricourt,02406,WARNIER,Eddy,18/05/2020
Laniscourt,02407,WACK,Jean-Marc,18/05/2020
Laon,02408,DELHAYE,Eric,18/05/2020
Lappion,02409,LIEBENS,Frédéric,18/05/2020
Largny-Sur-Automne,02410,LEFRANC-CARBONNEL,Meritxell,18/05/2020
Latilly,02411,FRAEYMAN,Georges,18/05/2020
Launoy,02412,SAMIER,Jean-Luc,28/06/2020
Laval-En-Laonnois,02413,MONCOURTOIS,Gilbert,18/05/2020
Lavaqueresse,02414,PIROTTE,Jean-Paul,18/05/2020
Laversine,02415,DESTRI,Aline,18/05/2020
Lemé,02416,MOINEUSE,Jérôme,18/05/2020
Lempire,02417,CORNAILLE,Thierry,18/05/2020
Lerzy,02418,LANGHENDRIES,Jérôme,18/05/2020
Leschelle,02419,MARQUANT,Alain,18/05/2020
Lesdins,02420,BLONDEL,Fabien,18/05/2020
Lesges,02421,CHAUVIN,Jérôme,18/05/2020
Lesquielles-Saint-Germain,02422,DUMANGE,Bouchra,28/06/2020
Leuilly-Sous-Coucy,02423,ZAKRYENSKI,Christian,18/05/2020
Leury,02424,HERPE,Thérèse,18/05/2020
Leuze,02425,BONNAIRE,Guy,18/05/2020
Levergies,02426,NUTTENS,Bernard,18/05/2020
Lhuys,02427,SEVE,Alain,18/05/2020
Licy-Clignon,02428,JUILLET,Jean-Etienne,18/05/2020
Lierval,02429,LECOMTE,Jacques,18/05/2020
Liesse-Notre-Dame,02430,CALMUS,Philippe,18/05/2020
Liez,02431,MANGIN,Serge,18/05/2020
Limé,02432,PASCARD,Benoît,18/05/2020
Lislet,02433,POTARD,Jean-Michel,18/05/2020
Logny-Lès-Aubenton,02435,LEFEVRE,Philippe,18/05/2020
Longpont,02438,DAVALAN,Gilles,18/05/2020
Les Septvallons,02439,COLPART,Alain,18/05/2020
Lor,02440,FERON,Didier,18/05/2020
Louâtre,02441,JULLIEN-AMAGBEGNON,Christelle,18/05/2020
Loupeigne,02442,EGLOFF,Didier,18/05/2020
Lucy-Le-Bocage,02443,CAGNET,Chantal,18/05/2020
Lugny,02444,PAINVIN,Yann,18/05/2020
Luzoir,02445,CHOULETTE,Jérémy,18/05/2020
Ly-Fontaine,02446,VASSEUR,Jérôme,18/05/2020
Maast-Et-Violaine,02447,DEVILLE,Guillaume,18/05/2020
Mâchecourt,02448,RASSIN,Patrick,28/06/2020
Macogny,02449,BIZOUARD,Olivier,18/05/2020
Macquigny,02450,RATTE,Marc,18/05/2020
Magny-La-Fosse,02451,CAMUS,Yannick,18/05/2020
Maissemy,02452,MICHAUT,Régine,18/05/2020
Maizy,02453,GILET,Rémy,28/06/2020
La Malmaison,02454,LICETTE,Gérard,18/05/2020
Malzy,02455,VALLIET,Bernard,18/05/2020
Manicamp,02456,DEGONVILLE,Luc,18/05/2020
Marchais,02457,HANON,Christophe,18/05/2020
Dhuys Et Morin-En-Brie,02458,MOROY,Alain,18/05/2020
Marcy,02459,BOUTROY,Elie,18/05/2020
Marcy-Sous-Marle,02460,BLAIN,Christian,18/05/2020
Marest-Dampcourt,02461,HOUZÉ,Sabine,18/05/2020
Mareuil-En-Dôle,02462,DOMINGUES,Régine,18/05/2020
Marfontaine,02463,HU,Daniel,28/06/2020
Margival,02464,POLETZ,Jean-Pierre,18/05/2020
Marigny-En-Orxois,02465,MARCHAL,Philippe,18/05/2020
Marizy-Sainte-Geneviève,02466,BAHU,Nicolas,18/05/2020
Marizy-Saint-Mard,02467,GHEKIERE,Damien,18/05/2020
Marle,02468,GODBILLE,Dominique,18/05/2020
Marly-Gomont,02469,DELACHE,Maryse,06/09/2020
Martigny,02470,DUVERDIER,Jérôme,18/05/2020
Martigny-Courpierre,02471,LAMBERT,Christian,18/05/2020
Mauregny-En-Haye,02472,ALLART,Laurent,18/05/2020
Mayot,02473,BLANCHARD,Béatrice,28/06/2020
Mennessis,02474,DE ABREU,Antoine,18/05/2020
Mennevret,02476,ROISIN,Philippe,18/05/2020
Mercin-Et-Vaux,02477,CAUDRON,Laurent,18/05/2020
Merlieux-Et-Fouquerolles,02478,DUMAY-GILLET,Stéphanie,18/05/2020
Mesbrecourt-Richecourt,02480,SERIN,Valérie,28/06/2020
Mesnil-Saint-Laurent,02481,MOIRET,Christian,18/05/2020
Meurival,02482,ZIOMECK,Michaël,18/05/2020
Mézières-Sur-Oise,02483,POLLART,Isabelle,18/05/2020
Mézy-Moulins,02484,JACQUIN,Claude,18/05/2020
Missy-Aux-Bois,02485,COUVREUR,Gérard,18/05/2020
Missy-Lès-Pierrepont,02486,BAS,Betty,18/05/2020
Missy-Sur-Aisne,02487,MADIOT,Claude,18/05/2020
Molain,02488,RICHEZ,Sarah,18/05/2020
Molinchart,02489,CARLIER,Rémi,18/05/2020
Monampteuil,02490,CHEVILLARD,Joël,18/05/2020
Monceau-Le-Neuf-Et-Faucouzy,02491,VAN ISACKER,Jean,18/05/2020
Monceau-Lès-Leups,02492,PIERRONT,Jean-Jacques,18/05/2020
Monceau-Le-Waast,02493,BUIRETTE,Nicole,18/05/2020
Monceau-Sur-Oise,02494,FORTIN,Marie-Claire,18/05/2020
Mondrepuis,02495,COQUELET,Fabien,18/05/2020
Monnes,02496,AUBERT,Richard,18/05/2020
Mons-En-Laonnois,02497,CHARLES,Gérard,18/05/2020
Montaigu,02498,MITOUART,Caroline,28/06/2020
Montbavin,02499,TELLIER,Alexandre,18/05/2020
Montbrehain,02500,DIRSON,Gabriel,18/05/2020
Montchâlons,02501,BOURGEOIS,Louis,18/05/2020
Montcornet,02502,HENNEQUIN,Thomas,18/05/2020
Mont-D'Origny,02503,ALLART,Gérard,18/05/2020
Montescourt-Lizerolles,02504,LINIER,Stéphane,18/05/2020
Montfaucon,02505,VALLON,Jean-Pierre,18/05/2020
Montgobert,02506,DE MONTESQUIOU,Alexandre,18/05/2020
Montgru-Saint-Hilaire,02507,LEVEQUE,Philippe,18/05/2020
Monthenault,02508,DRUET,Pierrette,28/06/2020
Monthiers,02509,SARROUY,Nicole,18/05/2020
Monthurel,02510,VEROT,Vincent,18/05/2020
Montigny-En-Arrouaise,02511,PARENT,Christophe,18/05/2020
Montigny-L'Allier,02512,HENNION,Philippe,18/05/2020
Montigny-Le-Franc,02513,FRANQUET,Alexandre,18/05/2020
Montigny-Lengrain,02514,MOUNY,Chantal,18/05/2020
Montigny-Lès-Condé,02515,CABARET,Jacky,18/05/2020
Montigny-Sous-Marle,02516,LEGOUX,Francis,18/05/2020
Montigny-Sur-Crécy,02517,WATTIER,Jean-Michel,18/05/2020
Montlevon,02518,GUEDRAT,Nelly,18/05/2020
Montloué,02519,TRAMUT,Véronique,18/05/2020
Mont-Notre-Dame,02520,LAFLEUR,Dominique,18/05/2020
Montreuil-Aux-Lions,02521,DEVRON,Olivier,18/05/2020
Mont-Saint-Jean,02522,FEUILLET,Patrick,18/05/2020
Mont-Saint-Martin,02523,BESONHE,Grégory,18/05/2020
Mont-Saint-Père,02524,CORDIVAL,Gilles,18/05/2020
Morcourt,02525,DAMAYE-BUCEK,Rose-Marie,18/05/2020
Morgny-En-Thiérache,02526,LECLERCQ,Hervé,18/05/2020
Morsain,02527,SELLIER,Jean,18/05/2020
Mortefontaine,02528,DAVIN,Benoît,18/05/2020
Mortiers,02529,BRANQUART,Paulette,18/05/2020
Moulins,02530,CHAYOUX,Jean-Pierre,18/05/2020
Moussy-Verneuil,02531,DELBART,Jean-Noël,18/05/2020
Moy-De-L'Aisne,02532,THIEBAUT,Yves,28/06/2020
Muret-Et-Crouttes,02533,DAULE,Hervé,18/05/2020
Muscourt,02534,VERHOESTRAETE,Olivier,18/05/2020
Nampcelles-La-Cour,02535,GUILLAUME,Alain,18/05/2020
Nampteuil-Sous-Muret,02536,DE REKENEIRE,Claude,18/05/2020
Nanteuil-La-Fosse,02537,CHARPENTIER,Pascal,18/05/2020
Nanteuil-Notre-Dame,02538,FOULON,Didier,28/06/2020
Nauroy,02539,FROMENT,Jean-Jacques,18/05/2020
Nesles-La-Montagne,02540,AMELOT,Stéphan,18/05/2020
Neufchâtel-Sur-Aisne,02541,PIERROT,Lionel,18/05/2020
Neuflieux,02542,FREMAUX,Bruno,18/05/2020
Neuilly-Saint-Front,02543,BINIEC,Françoise,18/05/2020
Neuve-Maison,02544,LEDIEU,Hervé,18/05/2020
